Давление (Па),	Температура (К),	Сошлось?,	Min TPD (Дж/моль)
100000.0	25	1	1.7950979800992077e-11
200000.0	25	1	-1.908831036504463e-12
300000.0	25	1	-2.7461258415361472e-11
400000.0	25	1	1.574332926421823e-11
500000.0	25	1	6.518039065880702e-12
600000.0	25	1	-1.5894497480480048e-11
700000.0	25	1	-3.1735637626154754e-11
800000.0	25	1	2.3571131150564413e-12
900000.0	25	1	2.392263136179777e-12
1.0e6	25	1	-1.190923646100095e-11
1.1e6	25	1	-8.401140671269272e-12
1.2e6	25	1	-2.2053079095359725e-11
1.3e6	25	1	-1.6993599198962296e-11
1.4e6	25	1	-1.8102285143788303e-11
1.5e6	25	1	-3.044461501011242e-11
1.6e6	25	1	-8.738843194736047e-12
1.7e6	25	1	-7.313913772345907e-12
1.8e6	25	1	-7.415077934526665e-12
1.9e6	25	1	-3.502010577642202e-11
2.0e6	25	1	-7.781042679246099e-12
2.1e6	25	1	-1.1548335361084762e-11
2.2e6	25	1	-1.4489826571612108e-11
2.3e6	25	1	4.6171109976730416e-11
2.4e6	25	1	-6.721980107621868e-12
2.5e6	25	1	-5.372915781111007e-13
2.6e6	25	1	-2.3346203378338752e-11
2.7e6	25	1	-3.4261422688822506e-11
2.8e6	25	1	-1.9422853398814e-11
2.9e6	25	1	-1.3173605691668264e-11
3.0e6	25	1	-2.641918192651819e-11
3.1e6	25	1	1.1117146621998878e-11
3.2e6	25	1	-2.2013475383522995e-11
3.3e6	25	1	3.3113381872149055e-13
3.4e6	25	1	-9.549923591560202e-12
3.5e6	25	1	1.2572205296008122e-11
3.6e6	25	1	-2.2440496861645252e-11
3.7e6	25	1	1.3788737720951131e-11
3.8e6	25	1	-1.6287589643484297e-11
3.9e6	25	1	8.762530264747612e-12
4.0e6	25	1	-3.9633800160960836e-11
4.1e6	25	1	-2.934724684122436e-11
4.2e6	25	1	-1.0594388181695688e-11
4.3e6	25	1	-1.9517788339616724e-11
4.4e6	25	1	-2.6695631434616656e-11
4.5e6	25	1	2.6674130098158902e-11
4.6e6	25	1	8.9609159243313e-12
4.7e6	25	1	2.9434805858827066e-12
4.8e6	25	1	-1.726510615988454e-11
4.9e6	25	1	1.96695679059581e-11
5.0e6	25	1	-8.093106310578135e-12
5.1e6	25	1	-8.766358638575772e-12
5.2e6	25	1	-2.1793923466303948e-12
5.3e6	25	1	9.060807432320182e-12
5.4e6	25	1	9.678438109271078e-12
5.5e6	25	1	-2.6179116229189867e-11
5.6e6	25	1	-3.8378814945206543e-11
5.7e6	25	1	2.82557974297488e-11
5.8e6	25	1	-8.129879800285032e-12
5.9e6	25	1	3.363545772745769e-11
6.0e6	25	1	-3.129207175325534e-11
6.1e6	25	1	4.026339868998442e-12
6.2e6	25	1	9.942909259388394e-12
6.3e6	25	1	1.5482415028824904e-11
6.4e6	25	1	1.5989109037576628e-12
6.5e6	25	1	-2.5421133643714023e-11
6.6e6	25	1	1.4358663450140729e-11
6.7e6	25	1	-1.869172287330851e-11
6.8e6	25	1	-4.35304490248834e-11
6.9e6	25	1	1.599401007378569e-11
7.0e6	25	1	4.719184264042467e-12
7.1e6	25	1	-5.267900576594596e-12
7.2e6	25	1	-1.960098384615993e-11
7.3e6	25	1	-1.0766799449214519e-11
7.4e6	25	1	2.0514481748831936e-11
7.5e6	25	1	-2.6216473861960417e-11
7.6e6	25	1	-3.3641490508501546e-11
7.7e6	25	1	1.3656851082279765e-12
7.8e6	25	1	1.944780809812683e-11
7.9e6	25	1	2.441820338156568e-11
8.0e6	25	1	-2.500433590191658e-11
8.1e6	25	1	1.1721415336736783e-11
8.2e6	25	1	-3.2753035545805502e-12
8.3e6	25	1	-1.1987918937487657e-11
8.4e6	25	1	-3.3990670601333515e-11
8.5e6	25	1	8.222617223876281e-12
8.6e6	25	1	-1.4077545853684451e-11
8.7e6	25	1	-1.130464478549104e-11
8.8e6	25	1	-1.3417625897650827e-12
8.9e6	25	1	1.422924152408585e-13
9.0e6	25	1	8.739970860233699e-12
9.1e6	25	1	-3.7215163800053206e-11
9.2e6	25	1	3.898727148977971e-11
9.3e6	25	1	-4.578077148639159e-11
9.4e6	25	1	4.795078840352904e-11
9.5e6	25	1	-9.729783697283903e-12
9.6e6	25	1	-4.785796465126625e-11
9.7e6	25	1	-3.0028625621687984e-13
9.8e6	25	1	3.158174088611217e-12
9.9e6	25	1	-4.0400015891596217e-11
1.0e7	25	1	1.7355126761666948e-11
100000.0	26	1	-4.292599084372474e-12
200000.0	26	1	5.492534312052879e-12
300000.0	26	1	7.587013928033908e-12
400000.0	26	1	1.873576501282785e-12
500000.0	26	1	4.364655133915504e-12
600000.0	26	1	-1.1036322201497092e-11
700000.0	26	1	3.7482452713028037e-11
800000.0	26	1	1.3088983204005116e-11
900000.0	26	1	-1.0600380879089072e-11
1.0e6	26	1	-2.297035080962379e-11
1.1e6	26	1	-2.1340914594266972e-13
1.2e6	26	1	-1.7165614353521812e-11
1.3e6	26	1	-3.0858344308209006e-11
1.4e6	26	1	1.4848560627743232e-11
1.5e6	26	1	-1.3207889037851748e-11
1.6e6	26	1	-2.210516684329125e-11
1.7e6	26	1	-9.834073365723767e-12
1.8e6	26	1	4.7520067035174125e-12
1.9e6	26	1	-3.234088272140902e-11
2.0e6	26	1	-1.807204848051673e-11
2.1e6	26	1	9.054355967191837e-12
2.2e6	26	1	-3.106489576431704e-12
2.3e6	26	1	1.6696033231910097e-11
2.4e6	26	1	-2.8083989256597026e-12
2.5e6	26	1	1.7188116670834112e-12
2.6e6	26	1	-3.033714460529187e-12
2.7e6	26	1	2.9393507973522644e-12
2.8e6	26	1	8.341937412992585e-12
2.9e6	26	1	-2.3436171099563095e-11
3.0e6	26	1	-1.589279904866009e-11
3.1e6	26	1	4.1849952993251274e-13
3.2e6	26	1	-3.0443770474377114e-11
3.3e6	26	1	-2.6939517285238977e-12
3.4e6	26	1	5.26380997767135e-12
3.5e6	26	1	-1.466308446301422e-11
3.6e6	26	1	3.0691625378824035e-12
3.7e6	26	1	-6.430224743918548e-12
3.8e6	26	1	-7.913011776098424e-13
3.9e6	26	1	-8.28826659363604e-12
4.0e6	26	1	-1.963966373148069e-11
4.1e6	26	1	1.5568406278095384e-11
4.2e6	26	1	-1.4605476124909405e-11
4.3e6	26	1	2.532362162766859e-11
4.4e6	26	1	-9.81858960810664e-12
4.5e6	26	1	-3.127228439971894e-11
4.6e6	26	1	1.0750813696806517e-11
4.7e6	26	1	1.862573876499537e-13
4.8e6	26	1	9.351740413032032e-12
4.9e6	26	1	-6.499271286723473e-13
5.0e6	26	1	-3.849635856544728e-11
5.1e6	26	1	1.9467465718138267e-12
5.2e6	26	1	-1.13839251421688e-11
5.3e6	26	1	-1.7181626953869922e-11
5.4e6	26	1	-2.268234142525396e-11
5.5e6	26	1	-1.1762663363855515e-11
5.6e6	26	1	2.1696684290423435e-12
5.7e6	26	1	-1.6201214165087048e-12
5.8e6	26	1	-2.972498457641937e-11
5.9e6	26	1	-2.2983252643793376e-11
6.0e6	26	1	-2.0484480899493173e-11
6.1e6	26	1	-2.739292588440574e-11
6.2e6	26	1	2.874587075249813e-12
6.3e6	26	1	-4.218518928740966e-11
6.4e6	26	1	1.6014833565721716e-11
6.5e6	26	1	1.7383522663459287e-11
6.6e6	26	1	-3.163533136872148e-11
6.7e6	26	1	3.596801232480999e-11
6.8e6	26	1	6.17559231516446e-12
6.9e6	26	1	-4.001353426755336e-12
7.0e6	26	1	-4.2363311279408015e-11
7.1e6	26	1	-1.3936041111348373e-11
7.2e6	26	1	-7.2765371730783e-12
7.3e6	26	1	5.151842876024742e-12
7.4e6	26	1	-3.844325986399969e-11
7.5e6	26	1	-3.484523850119136e-11
7.6e6	26	1	1.8182178361678867e-11
7.7e6	26	1	-1.1643269599088368e-11
7.8e6	26	1	-1.4063081528542009e-12
7.9e6	26	1	-1.0385767762526879e-11
8.0e6	26	1	-7.083301115836617e-12
8.1e6	26	1	-5.1293175968906755e-11
8.2e6	26	1	-9.874217990047756e-12
8.3e6	26	1	3.182448430705552e-12
8.4e6	26	1	-1.1029471769702492e-11
8.5e6	26	1	-3.3335299326205517e-11
8.6e6	26	1	1.8911566981213096e-11
8.7e6	26	1	-2.9255368505473864e-11
8.8e6	26	1	-7.665456541532088e-12
8.9e6	26	1	-2.0252164081224267e-11
9.0e6	26	1	-2.275699630727209e-11
9.1e6	26	1	8.758297578165046e-12
9.2e6	26	1	6.545292576084085e-12
9.3e6	26	1	3.1630026659506114e-11
9.4e6	26	1	1.2064244463112888e-12
9.5e6	26	1	-7.282525753984205e-13
9.6e6	26	1	-6.04567758252713e-11
9.7e6	26	1	-5.6442526309506156e-12
9.8e6	26	1	-3.37158959500105e-11
9.9e6	26	1	-3.404921460535732e-11
1.0e7	26	1	-3.8013645623055143e-11
100000.0	27	1	4.550326492940289e-12
200000.0	27	1	6.453314187028381e-12
300000.0	27	1	-9.609949709257921e-12
400000.0	27	1	-1.4780592581364512e-11
500000.0	27	1	5.389492229732469e-12
600000.0	27	1	6.256465365098298e-12
700000.0	27	1	-2.649011970978378e-11
800000.0	27	1	4.160155223779737e-12
900000.0	27	1	-2.7646266801169045e-11
1.0e6	27	1	3.91627763559324e-12
1.1e6	27	1	-1.1958357421930489e-11
1.2e6	27	1	1.1745104661073597e-11
1.3e6	27	1	5.3658067765612165e-12
1.4e6	27	1	-1.7046231696982963e-11
1.5e6	27	1	-5.778395190665731e-11
1.6e6	27	1	2.0355748310225115e-11
1.7e6	27	1	9.715676210843225e-12
1.8e6	27	1	-2.8442276429910996e-11
1.9e6	27	1	-7.159596944129376e-12
2.0e6	27	1	7.059019524900494e-12
2.1e6	27	1	1.490903686258724e-11
2.2e6	27	1	-1.3453609816807973e-12
2.3e6	27	1	8.69727089461922e-12
2.4e6	27	1	-1.7678567565719462e-11
2.5e6	27	1	1.7667158936498194e-11
2.6e6	27	1	9.329361469218404e-12
2.7e6	27	1	1.3205280764148895e-11
2.8e6	27	1	-2.9489573764733076e-11
2.9e6	27	1	1.7548997303694673e-11
3.0e6	27	1	-2.862495399361329e-11
3.1e6	27	1	-2.2550142533233484e-11
3.2e6	27	1	2.854034211301287e-11
3.3e6	27	1	-2.2249663381012386e-12
3.4e6	27	1	6.5037818722164175e-12
3.5e6	27	1	-5.732676616708547e-12
3.6e6	27	1	1.5152304606480533e-12
3.7e6	27	1	-1.259099328271126e-11
3.8e6	27	1	-1.2241849593859822e-11
3.9e6	27	1	-1.886100097695364e-11
4.0e6	27	1	6.851804312096242e-13
4.1e6	27	1	-4.888689357945848e-12
4.2e6	27	1	2.0695182013579063e-11
4.3e6	27	1	-7.648086615897863e-12
4.4e6	27	1	-3.8247510447133534e-12
4.5e6	27	1	1.9010269549433565e-11
4.6e6	27	1	-2.1770833276733095e-11
4.7e6	27	1	-1.0649113967723725e-11
4.8e6	27	1	2.9298581024740474e-12
4.9e6	27	1	-9.15522433695738e-12
5.0e6	27	1	1.194306922180098e-12
5.1e6	27	1	-2.07457147164735e-11
5.2e6	27	1	2.4023549149490392e-12
5.3e6	27	1	-2.7275731493546288e-11
5.4e6	27	1	-2.4450777712451055e-12
5.5e6	27	1	-1.5852536082808708e-11
5.6e6	27	1	-2.293623906343481e-12
5.7e6	27	1	-1.8246040041417505e-11
5.8e6	27	1	-2.272726381784982e-11
5.9e6	27	1	2.3615410340499378e-11
6.0e6	27	1	-3.7415191451401644e-11
6.1e6	27	1	-1.3643007293514185e-11
6.2e6	27	1	1.6217598865380995e-11
6.3e6	27	1	4.023253045410548e-12
6.4e6	27	1	9.219411475646117e-12
6.5e6	27	1	-2.5544958844184734e-11
6.6e6	27	1	-3.0748443256293056e-11
6.7e6	27	1	-3.619561644776909e-11
6.8e6	27	1	-1.7767087386082065e-11
6.9e6	27	1	1.0923370427384493e-12
7.0e6	27	1	-4.449352853918738e-11
7.1e6	27	1	-3.5904508506393345e-11
7.2e6	27	1	1.2572741636860041e-11
7.3e6	27	1	-4.246555523701941e-11
7.4e6	27	1	-3.280733897118931e-11
7.5e6	27	1	3.8710958273530856e-11
7.6e6	27	1	-7.786726681874308e-13
7.7e6	27	1	3.426080073930352e-11
7.8e6	27	1	-1.8052068922724093e-11
7.9e6	27	1	-3.661543746913977e-11
8.0e6	27	1	4.947320034735095e-12
8.1e6	27	1	-2.8251284740477477e-11
8.2e6	27	1	9.916965448773118e-12
8.3e6	27	1	4.35727946391216e-13
8.4e6	27	1	3.053742340234592e-11
8.5e6	27	1	-3.990709965646944e-12
8.6e6	27	1	-2.1548942812944746e-11
8.7e6	27	1	-3.9329258256514323e-11
8.8e6	27	1	2.687101317944827e-12
8.9e6	27	1	2.3164668099856604e-11
9.0e6	27	1	-1.35336476031056e-12
9.1e6	27	1	-1.7520785596654722e-11
9.2e6	27	1	-2.6988480476779438e-11
9.3e6	27	1	-1.2761082373260709e-11
9.4e6	27	1	-6.176130740710047e-12
9.5e6	27	1	-2.8666037548149195e-11
9.6e6	27	1	2.7505610121586997e-11
9.7e6	27	1	-9.219412323989318e-12
9.8e6	27	1	-4.69309724597708e-12
9.9e6	27	1	-5.084404196822747e-12
1.0e7	27	1	2.3762657745777516e-11
100000.0	28	1	-1.598646461255391e-11
200000.0	28	1	-2.0782509170080405e-11
300000.0	28	1	-1.549189230975489e-11
400000.0	28	1	1.0490862858701184e-12
500000.0	28	1	1.9906648750501037e-12
600000.0	28	1	2.0138512640513208e-11
700000.0	28	1	-1.2287394960123528e-11
800000.0	28	1	-3.295859366228879e-11
900000.0	28	1	-2.2779282077686512e-12
1.0e6	28	1	1.5448100071305655e-11
1.1e6	28	1	6.023433989788766e-12
1.2e6	28	1	-1.3746190711831584e-12
1.3e6	28	1	-3.415289153044769e-11
1.4e6	28	1	-9.886815411130925e-12
1.5e6	28	1	-1.0213660447983522e-11
1.6e6	28	1	-4.3876228540894774e-12
1.7e6	28	1	-9.9272806775404e-12
1.8e6	28	1	2.7853412199023007e-11
1.9e6	28	1	1.0021823545558915e-11
2.0e6	28	1	8.989967888584323e-12
2.1e6	28	1	2.1587268039594938e-11
2.2e6	28	1	-2.8837867540128536e-11
2.3e6	28	1	-2.62015864788274e-11
2.4e6	28	1	2.141607596189246e-11
2.5e6	28	1	-7.059729631405022e-12
2.6e6	28	1	1.983871928738627e-11
2.7e6	28	1	-3.2209186410438716e-11
2.8e6	28	1	-2.3411516262645557e-12
2.9e6	28	1	4.607908451924497e-12
3.0e6	28	1	-4.520819908925588e-12
3.1e6	28	1	-9.825415234309768e-12
3.2e6	28	1	4.467697009804721e-12
3.3e6	28	1	1.2789390060780287e-11
3.4e6	28	1	-2.157085918703662e-11
3.5e6	28	1	1.411156855701716e-12
3.6e6	28	1	6.685026012266174e-12
3.7e6	28	1	-1.5904419260782352e-11
3.8e6	28	1	6.769257956502802e-12
3.9e6	28	1	2.1820726222696667e-12
4.0e6	28	1	6.505986059415306e-12
4.1e6	28	1	5.771509133667251e-12
4.2e6	28	1	-3.4180487625991943e-12
4.3e6	28	1	-2.37005716702498e-11
4.4e6	28	1	-5.7776902044250765e-12
4.5e6	28	1	9.108781103639807e-12
4.6e6	28	1	7.0033649415171665e-12
4.7e6	28	1	-1.913726578544823e-11
4.8e6	28	1	-2.419365252690486e-12
4.9e6	28	1	-1.601025594983974e-12
5.0e6	28	1	-1.1366694693942754e-11
5.1e6	28	1	3.6372967952605298e-12
5.2e6	28	1	8.299217649319688e-12
5.3e6	28	1	5.315661602006731e-12
5.4e6	28	1	-1.657445464455322e-11
5.5e6	28	1	-1.9706235011860536e-11
5.6e6	28	1	-1.538020951644418e-11
5.7e6	28	1	-1.9867690407870045e-11
5.8e6	28	1	-3.9236640435457534e-12
5.9e6	28	1	-1.502669097313419e-11
6.0e6	28	1	1.1937104246717314e-11
6.1e6	28	1	-5.044591624992209e-11
6.2e6	28	1	-6.214960662836256e-12
6.3e6	28	1	-1.1276398168947698e-11
6.4e6	28	1	1.6290002250399195e-11
6.5e6	28	1	1.6269679134355704e-11
6.6e6	28	1	-3.599853546517253e-11
6.7e6	28	1	-2.11248088347562e-11
6.8e6	28	1	9.846229091206315e-12
6.9e6	28	1	-3.272368789258778e-11
7.0e6	28	1	6.591859154769571e-12
7.1e6	28	1	-4.7367890863323775e-12
7.2e6	28	1	1.593354899872709e-11
7.3e6	28	1	-1.9109703876259606e-11
7.4e6	28	1	-1.6018231924725505e-11
7.5e6	28	1	-1.4955848558194867e-11
7.6e6	28	1	6.826507012784901e-12
7.7e6	28	1	-3.3116924208006655e-11
7.8e6	28	1	-8.891723633129625e-12
7.9e6	28	1	-5.029596935469754e-12
8.0e6	28	1	-1.9974691206262485e-12
8.1e6	28	1	6.19867336427043e-12
8.2e6	28	1	5.863389990644405e-12
8.3e6	28	1	2.063647681401717e-11
8.4e6	28	1	-9.146258131494537e-12
8.5e6	28	1	-9.619889211640152e-12
8.6e6	28	1	1.257893344055763e-11
8.7e6	28	1	-3.168041475990703e-11
8.8e6	28	1	-3.864432425567054e-12
8.9e6	28	1	-3.223485778684285e-11
9.0e6	28	1	-1.1843283535802102e-11
9.1e6	28	1	-6.416259803196725e-12
9.2e6	28	1	-1.919408441665746e-11
9.3e6	28	1	3.0263226879239427e-11
9.4e6	28	1	-1.9318275256760336e-11
9.5e6	28	1	-1.165544036033879e-11
9.6e6	28	1	-4.672182701797636e-13
9.7e6	28	1	-5.247646071999926e-13
9.8e6	28	1	-4.805924933931896e-12
9.9e6	28	1	-3.95087297554994e-11
1.0e7	28	1	-6.401011005107628e-12
100000.0	29	1	8.574983620570325e-13
200000.0	29	1	-8.5845892794086e-12
300000.0	29	1	-6.3162043550778665e-12
400000.0	29	1	-1.0144062676372671e-11
500000.0	29	1	-2.0853105144529197e-11
600000.0	29	1	-6.311832569241011e-12
700000.0	29	1	-1.0688918780269907e-11
800000.0	29	1	-3.6482145111384216e-12
900000.0	29	1	-1.4111233238444736e-11
1.0e6	29	1	-1.5227997684672188e-11
1.1e6	29	1	2.3080453987370816e-12
1.2e6	29	1	-8.35696792858021e-12
1.3e6	29	1	3.5688458679254026e-12
1.4e6	29	1	1.0438063698967506e-11
1.5e6	29	1	1.6270087131048303e-11
1.6e6	29	1	-1.9213074136452937e-11
1.7e6	29	1	-3.006671517982372e-11
1.8e6	29	1	-3.304451660935027e-11
1.9e6	29	1	1.4307925207482008e-11
2.0e6	29	1	-3.171869940587046e-11
2.1e6	29	1	-2.014315373175385e-11
2.2e6	29	1	-7.912815425086519e-12
2.3e6	29	1	-3.8863126619954825e-11
2.4e6	29	1	-1.2726707697873888e-11
2.5e6	29	1	-2.2007309707675013e-11
2.6e6	29	1	1.427032683654599e-12
2.7e6	29	1	-4.985917097306621e-12
2.8e6	29	1	-1.2699501544303204e-11
2.9e6	29	1	-1.1242538610625875e-11
3.0e6	29	1	9.346120410069265e-13
3.1e6	29	1	-1.0542593766316289e-11
3.2e6	29	1	9.846648549002462e-12
3.3e6	29	1	1.066153941954573e-11
3.4e6	29	1	1.3360097447676808e-11
3.5e6	29	1	-1.4512743640433445e-11
3.6e6	29	1	-2.8883014220040954e-11
3.7e6	29	1	-6.422003416218584e-13
3.8e6	29	1	-1.382613120137362e-12
3.9e6	29	1	-2.6590304775913486e-11
4.0e6	29	1	-1.2710862344174596e-11
4.1e6	29	1	8.59216079953621e-12
4.2e6	29	1	-3.170916873928608e-12
4.3e6	29	1	-1.4046829601304436e-11
4.4e6	29	1	-2.062538131574394e-11
4.5e6	29	1	-1.3449739586641583e-11
4.6e6	29	1	-1.2570969439567835e-11
4.7e6	29	1	-1.4989422819058068e-11
4.8e6	29	1	-2.5667256178027045e-11
4.9e6	29	1	4.5679329426981286e-12
5.0e6	29	1	2.0632314212277385e-11
5.1e6	29	1	-7.025823777934983e-12
5.2e6	29	1	2.9612718069841438e-12
5.3e6	29	1	-4.622474971326005e-11
5.4e6	29	1	-1.960639125681651e-11
5.5e6	29	1	-2.187889254097616e-12
5.6e6	29	1	-3.859492839207732e-12
5.7e6	29	1	-2.051491453232908e-11
5.8e6	29	1	-4.787204584000736e-12
5.9e6	29	1	-2.6711595764158524e-13
6.0e6	29	1	-9.186145004619119e-12
6.1e6	29	1	2.5003950082353103e-11
6.2e6	29	1	-2.9275601116530014e-11
6.3e6	29	1	-4.272585449940121e-11
6.4e6	29	1	-1.8184133961959415e-11
6.5e6	29	1	-5.532917602812243e-12
6.6e6	29	1	-3.076575238061854e-13
6.7e6	29	1	-2.362385562095774e-11
6.8e6	29	1	-2.0826268663698354e-11
6.9e6	29	1	-9.699703566323021e-12
7.0e6	29	1	-3.436217183738385e-11
7.1e6	29	1	-7.630735997876746e-12
7.2e6	29	1	-1.6159168484037567e-11
7.3e6	29	1	1.4418868339905761e-11
7.4e6	29	1	-9.478822180560972e-12
7.5e6	29	1	-4.354292494047333e-12
7.6e6	29	1	9.230673242264966e-12
7.7e6	29	1	-1.7636637911785725e-11
7.8e6	29	1	-1.8506851543903662e-12
7.9e6	29	1	7.167945285591069e-12
8.0e6	29	1	1.479053387318987e-11
8.1e6	29	1	-3.9029350325545014e-11
8.2e6	29	1	1.2417519813152266e-11
8.3e6	29	1	-2.7264401446694972e-11
8.4e6	29	1	2.4135354169562746e-11
8.5e6	29	1	-9.270512124898271e-12
8.6e6	29	1	2.469930860809838e-12
8.7e6	29	1	1.9487144577044253e-11
8.8e6	29	1	1.556139770352238e-11
8.9e6	29	1	-7.81916806625346e-12
9.0e6	29	1	7.790084454473866e-12
9.1e6	29	1	-8.029944705403435e-12
9.2e6	29	1	-2.6763708921788065e-11
9.3e6	29	1	5.694015171817827e-12
9.4e6	29	1	-1.4113615694335138e-11
9.5e6	29	1	-1.2335836470894361e-11
9.6e6	29	1	1.4314673317703197e-12
9.7e6	29	1	-2.5790363507387785e-11
9.8e6	29	1	2.7407197854109803e-11
9.9e6	29	1	-1.9031289842480247e-11
1.0e7	29	1	-3.423223608179376e-11
100000.0	30	1	1.2724768166073047e-11
200000.0	30	1	-1.2337657127967184e-11
300000.0	30	1	1.0495663721260187e-11
400000.0	30	1	-3.607198664910399e-11
500000.0	30	1	7.53308592631352e-12
600000.0	30	1	-1.7929684693975332e-11
700000.0	30	1	-3.7774257130315156e-12
800000.0	30	1	7.346564490621229e-12
900000.0	30	1	1.3677045659266947e-11
1.0e6	30	1	-5.348646696391357e-12
1.1e6	30	1	-1.0529493440814888e-11
1.2e6	30	1	-1.4006277958028567e-11
1.3e6	30	1	-2.4364513889513397e-11
1.4e6	30	1	2.8355182155648938e-12
1.5e6	30	1	-1.302969538592638e-11
1.6e6	30	1	-9.80758362793472e-12
1.7e6	30	1	-2.3432211347245516e-11
1.8e6	30	1	1.5669531083287294e-12
1.9e6	30	1	2.483362195726629e-11
2.0e6	30	1	-9.06346066294522e-12
2.1e6	30	1	-1.6670148687171053e-11
2.2e6	30	1	1.9610414393595532e-12
2.3e6	30	1	-8.111282871405503e-12
2.4e6	30	1	-7.529079342047213e-12
2.5e6	30	1	-2.215293279052729e-11
2.6e6	30	1	-6.235174416483928e-12
2.7e6	30	1	1.0931228510186487e-11
2.8e6	30	1	-1.784119515984155e-11
2.9e6	30	1	-5.101653370872688e-12
3.0e6	30	1	-1.6515132148290497e-11
3.1e6	30	1	2.3659069511177712e-12
3.2e6	30	1	-8.124637332135894e-12
3.3e6	30	1	-2.5815971156761895e-11
3.4e6	30	1	-1.961493833007473e-11
3.5e6	30	1	-3.241840679330772e-11
3.6e6	30	1	-9.597763169570403e-13
3.7e6	30	1	-1.4869354250399098e-11
3.8e6	30	1	-1.0042344950572755e-11
3.9e6	30	1	-4.641694673749936e-12
4.0e6	30	1	-1.3294634283360218e-11
4.1e6	30	1	-1.6989230572690683e-11
4.2e6	30	1	-2.1332153523147342e-11
4.3e6	30	1	-1.4969823596161536e-11
4.4e6	30	1	5.661789332882218e-12
4.5e6	30	1	2.14579422518656e-12
4.6e6	30	1	-5.625048675168283e-13
4.7e6	30	1	9.748632978752029e-13
4.8e6	30	1	-1.1815005126906098e-11
4.9e6	30	1	-6.995138422812181e-12
5.0e6	30	1	-1.8512470897804272e-11
5.1e6	30	1	1.3012749889609219e-11
5.2e6	30	1	-4.818186879200238e-11
5.3e6	30	1	-2.8402396890443994e-12
5.4e6	30	1	-1.654498695346581e-11
5.5e6	30	1	8.30115888990362e-12
5.6e6	30	1	-3.7857297423417673e-11
5.7e6	30	1	-4.042929793275511e-12
5.8e6	30	1	-4.835367364124467e-12
5.9e6	30	1	7.969073049983371e-12
6.0e6	30	1	-3.8437365607835756e-12
6.1e6	30	1	-4.7079217762412384e-12
6.2e6	30	1	8.969567726619165e-12
6.3e6	30	1	-3.693605041582624e-12
6.4e6	30	1	-5.3358194951318594e-12
6.5e6	30	1	-1.1472547024677813e-11
6.6e6	30	1	-2.4605160220826544e-11
6.7e6	30	1	-1.4705960885470416e-11
6.8e6	30	1	-5.0069893925782375e-11
6.9e6	30	1	-2.308574664287059e-11
7.0e6	30	1	-1.676735051167792e-11
7.1e6	30	1	-1.5977239857301718e-11
7.2e6	30	1	2.9642312477851852e-12
7.3e6	30	1	6.703843581962263e-12
7.4e6	30	1	-1.8155264896964902e-11
7.5e6	30	1	-2.302721427303953e-11
7.6e6	30	1	3.911900874245148e-12
7.7e6	30	1	1.6113540592935378e-11
7.8e6	30	1	-5.665428278075234e-12
7.9e6	30	1	-1.543150513051566e-11
8.0e6	30	1	-1.3137746085779609e-11
8.1e6	30	1	-1.0973544638751188e-11
8.2e6	30	1	-1.0110244510830444e-11
8.3e6	30	1	5.596015885246409e-12
8.4e6	30	1	-1.2081418189436823e-11
8.5e6	30	1	2.8880596177225944e-11
8.6e6	30	1	2.392975816189105e-11
8.7e6	30	1	-4.588903727701696e-11
8.8e6	30	1	-2.7205794124592623e-11
8.9e6	30	1	2.9644793949048287e-12
9.0e6	30	1	4.008024375775658e-13
9.1e6	30	1	6.894285658427625e-12
9.2e6	30	1	-1.9975004027232857e-11
9.3e6	30	1	-1.9361062138642376e-11
9.4e6	30	1	-7.28667580865803e-12
9.5e6	30	1	-4.0020801874006504e-11
9.6e6	30	1	1.744430223506892e-11
9.7e6	30	1	1.3909563257375328e-11
9.8e6	30	1	-6.466595338883603e-12
9.9e6	30	1	9.756184552464724e-13
1.0e7	30	1	-3.291635861816981e-12
100000.0	31	1	1.061274169196737e-12
200000.0	31	1	4.032710766166024e-12
300000.0	31	1	-3.3742096671343507e-12
400000.0	31	1	1.7587197238614353e-11
500000.0	31	1	7.84757812056345e-12
600000.0	31	1	6.678876316495452e-12
700000.0	31	1	-4.0784745622487616e-12
800000.0	31	1	-1.4096294308102627e-11
900000.0	31	1	-7.183310013062868e-12
1.0e6	31	1	-8.121209939258041e-12
1.1e6	31	1	8.53265040312253e-12
1.2e6	31	1	-1.664900162671688e-11
1.3e6	31	1	2.2368069832873618e-11
1.4e6	31	1	-3.4010746902081014e-11
1.5e6	31	1	2.867987019199936e-11
1.6e6	31	1	-2.8580294570813296e-11
1.7e6	31	1	-8.736948816481532e-12
1.8e6	31	1	8.950143814191283e-12
1.9e6	31	1	-1.3708793862957588e-11
2.0e6	31	1	-1.950349708061664e-11
2.1e6	31	1	1.2716094324652948e-11
2.2e6	31	1	-1.321695462924386e-11
2.3e6	31	1	-1.4275512422594602e-11
2.4e6	31	1	-3.794831581058313e-11
2.5e6	31	1	1.2214086624467126e-11
2.6e6	31	1	1.239652459410062e-11
2.7e6	31	1	-1.7359860846702723e-11
2.8e6	31	1	-4.780593601088197e-12
2.9e6	31	1	-1.0612510225867913e-11
3.0e6	31	1	-2.2308057695732625e-11
3.1e6	31	1	-1.3352969467107456e-11
3.2e6	31	1	1.1135057224592263e-11
3.3e6	31	1	-1.4415052822072359e-11
