Давление (Па),	Температура (К),	Сошлось?,	Min TPD (Дж/моль)
6.8e6	62	1	-7.580410858582927e-12
6.9e6	62	1	-3.070434881060987e-12
7.0e6	62	1	-2.1865346239810038e-12
7.1e6	62	1	5.71536791738846e-12
7.2e6	62	1	-7.270257862267964e-12
7.3e6	62	1	-1.3268772224589758e-11
7.4e6	62	1	-7.65778290711922e-12
7.5e6	62	1	-1.1122996638091888e-11
7.6e6	62	1	-6.1114284475214254e-12
7.7e6	62	1	3.518136622890383e-12
7.8e6	62	1	-2.1095863632236534e-12
7.9e6	62	1	-6.065548894969822e-12
8.0e6	62	1	-1.782614314786467e-11
8.1e6	62	1	4.073882205601296e-12
8.2e6	62	1	-2.9311761218182847e-12
8.3e6	62	1	1.5502869790947433e-13
8.4e6	62	1	6.5658115076095175e-12
8.5e6	62	1	-1.6562210746845156e-12
8.6e6	62	1	-3.2619253790352917e-12
8.7e6	62	1	3.2883952257908195e-12
8.8e6	62	1	1.819066135287784e-12
8.9e6	62	1	-1.265184642869126e-11
9.0e6	62	1	-4.144835455738135e-12
9.1e6	62	1	-5.1340726490915066e-12
9.2e6	62	1	-2.650678008671776e-12
9.3e6	62	1	-5.151654197649031e-12
9.4e6	62	1	-1.3285326912600624e-11
9.5e6	62	1	-1.1997563699509297e-11
9.6e6	62	1	-1.0273014572588846e-11
9.7e6	62	1	-1.8144792429468066e-11
9.8e6	62	1	-3.922686977687092e-12
9.9e6	62	1	-6.56761011924699e-12
1.0e7	62	1	8.087806409671029e-12
100000.0	63	1	-7035.296452363359
200000.0	63	1	-7082.951616789736
300000.0	63	1	-6858.523517160966
400000.0	63	1	-1.3472128771368094e-12
500000.0	63	1	4.593009241246921e-12
600000.0	63	1	-1.0083911668391734e-11
700000.0	63	1	3.90150658833933e-12
800000.0	63	1	5.049648523468534e-13
900000.0	63	1	-6.0423909903326915e-12
1.0e6	63	1	7.318026936478331e-12
1.1e6	63	1	-6.608584856634757e-12
1.2e6	63	1	-7.026866318077274e-12
1.3e6	63	1	-5.2237921248245795e-12
1.4e6	63	1	-6.3462257435428505e-12
1.5e6	63	1	2.7742374134461866e-12
1.6e6	63	1	-1.4110301047160775e-11
1.7e6	63	1	-1.713844135922637e-11
1.8e6	63	1	-1.7491750853150618e-12
1.9e6	63	1	7.281977614188323e-12
2.0e6	63	1	-3.4574343704764237e-12
2.1e6	63	1	-3.3094354494267976e-13
2.2e6	63	1	-9.1206324362787e-12
2.3e6	63	1	7.993055937079986e-13
2.4e6	63	1	-9.14352396987571e-12
2.5e6	63	1	1.4315146167559429e-12
2.6e6	63	1	3.4806067580203757e-12
2.7e6	63	1	-3.2154154675554264e-12
2.8e6	63	1	-1.9340176254332247e-12
2.9e6	63	1	-1.4489616021092076e-12
3.0e6	63	1	3.660426916032467e-12
3.1e6	63	1	-1.6415148241805208e-12
3.2e6	63	1	-2.941539634269358e-12
3.3e6	63	1	-7.0008665107325855e-12
3.4e6	63	1	-3.984171693481891e-12
3.5e6	63	1	8.782448679946715e-12
3.6e6	63	1	1.0090394607676213e-12
3.7e6	63	1	2.6967362235205163e-12
3.8e6	63	1	-4.4521992185424145e-12
3.9e6	63	1	-7.149992015082777e-12
4.0e6	63	1	1.0265623103637634e-11
4.1e6	63	1	-2.4086877708280215e-12
4.2e6	63	1	2.7494032739275432e-12
4.3e6	63	1	3.54644898160145e-12
4.4e6	63	1	-1.2590950300504116e-11
4.5e6	63	1	4.693884929456537e-13
4.6e6	63	1	-4.384809408181701e-12
4.7e6	63	1	-1.0783689574405582e-11
4.8e6	63	1	-4.617243282688222e-12
4.9e6	63	1	-1.3012754384038829e-11
5.0e6	63	1	-3.975123238535758e-12
5.1e6	63	1	1.5796285380328321e-12
5.2e6	63	1	1.2223254713105959e-12
5.3e6	63	1	-4.415624551555738e-12
5.4e6	63	1	4.381660823930921e-12
5.5e6	63	1	-2.7019668990354257e-12
5.6e6	63	1	-3.918469964023156e-12
5.7e6	63	1	3.1707299032209493e-12
5.8e6	63	1	3.715151621315947e-12
5.9e6	63	1	-7.474373293365846e-12
6.0e6	63	1	5.228390889233278e-12
6.1e6	63	1	-8.730793176739821e-12
6.2e6	63	1	7.737413064935426e-12
6.3e6	63	1	1.2904315895158023e-12
6.4e6	63	1	-2.8598636371370644e-12
6.5e6	63	1	-5.523757260680142e-13
6.6e6	63	1	-3.188692497004348e-12
6.7e6	63	1	1.2199937772643073e-12
6.8e6	63	1	8.164926219167463e-14
6.9e6	63	1	-1.1516355222045028e-11
7.0e6	63	1	-2.023548759929552e-12
7.1e6	63	1	-9.238454715638575e-12
7.2e6	63	1	-6.822479665365394e-12
7.3e6	63	1	-2.4148490919178254e-11
7.4e6	63	1	-3.0133928707431145e-12
7.5e6	63	1	-1.1093075863681154e-11
7.6e6	63	1	3.0572230851105195e-12
7.7e6	63	1	-3.294490207279716e-12
7.8e6	63	1	-9.227294877705507e-12
7.9e6	63	1	-1.0791133999307408e-11
8.0e6	63	1	1.2712664274960303e-11
8.1e6	63	1	-1.1824066329572356e-11
8.2e6	63	1	-3.786047647802768e-12
8.3e6	63	1	-5.951836171927955e-12
8.4e6	63	1	-4.162144464959785e-12
8.5e6	63	1	-1.1261485296379763e-11
8.6e6	63	1	1.0621512779575856e-11
8.7e6	63	1	-4.3096227483013e-12
8.8e6	63	1	-1.1924000453320752e-11
8.9e6	63	1	4.809762800428518e-12
9.0e6	63	1	-3.9364273070493144e-12
9.1e6	63	1	-3.5697058388939534e-12
9.2e6	63	1	-3.2879571533835573e-12
9.3e6	63	1	-5.545848131619199e-12
9.4e6	63	1	-1.1606871373253447e-11
9.5e6	63	1	-1.0853743812601104e-11
9.6e6	63	1	-4.091072799779047e-12
9.7e6	63	1	5.058318187659627e-12
9.8e6	63	1	-2.17233948766613e-12
9.9e6	63	1	-8.16997049990087e-12
1.0e7	63	1	-3.94393638098976e-12
100000.0	64	1	-6936.102138911572
200000.0	64	1	-6998.808055728836
300000.0	64	1	-6801.049204544772
400000.0	64	1	-1.0386913830321544e-11
500000.0	64	1	-6.661842603668834e-12
600000.0	64	1	-9.308929434405984e-12
700000.0	64	1	7.720602626962914e-12
800000.0	64	1	-8.73844508540941e-12
900000.0	64	1	9.395387716643117e-12
1.0e6	64	1	-8.20126458075693e-12
1.1e6	64	1	-3.5447057241030936e-12
1.2e6	64	1	-1.2243795503716185e-11
1.3e6	64	1	-4.389496185272628e-12
1.4e6	64	1	2.22778533818603e-12
1.5e6	64	1	-9.297869068329707e-12
1.6e6	64	1	-4.981786222314149e-12
1.7e6	64	1	5.06115733333119e-12
1.8e6	64	1	-4.271416897220443e-12
1.9e6	64	1	-1.0998347614485099e-11
2.0e6	64	1	1.9205816682583024e-12
2.1e6	64	1	7.828048330291019e-13
2.2e6	64	1	-5.6452394017951495e-12
2.3e6	64	1	3.2157689329848737e-12
2.4e6	64	1	2.547773327582529e-13
2.5e6	64	1	6.667602453174091e-12
2.6e6	64	1	-3.890301070108014e-12
2.7e6	64	1	-1.1470031606591226e-11
2.8e6	64	1	8.343144182245363e-12
2.9e6	64	1	-1.1551427948665687e-12
3.0e6	64	1	-1.2327532697871133e-12
3.1e6	64	1	-1.8314711495216436e-12
3.2e6	64	1	-4.62627331027046e-12
3.3e6	64	1	-2.5155443918051295e-12
3.4e6	64	1	-2.741794531889978e-13
3.5e6	64	1	1.3709253323419915e-12
3.6e6	64	1	-4.973187382098036e-15
3.7e6	64	1	-1.600210997266875e-11
3.8e6	64	1	-3.3647003121636176e-13
3.9e6	64	1	-3.930763453882391e-12
4.0e6	64	1	-8.018474704608498e-12
4.1e6	64	1	-2.999318562612758e-12
4.2e6	64	1	-5.0949261946935966e-12
4.3e6	64	1	2.1934793710645563e-12
4.4e6	64	1	-7.838498887934025e-12
4.5e6	64	1	5.923296644324021e-13
4.6e6	64	1	4.596188694726726e-12
4.7e6	64	1	1.0255360353501356e-12
4.8e6	64	1	1.9635622346759867e-13
4.9e6	64	1	-3.2003292003750185e-14
5.0e6	64	1	-1.2367839911297622e-11
5.1e6	64	1	-6.091603372524152e-12
5.2e6	64	1	-2.6714095796692334e-12
5.3e6	64	1	-1.9551026480561392e-12
5.4e6	64	1	-1.1947380572796577e-11
5.5e6	64	1	1.8653942051124928e-13
5.6e6	64	1	1.7402208486229787e-12
5.7e6	64	1	-5.039737624366537e-12
5.8e6	64	1	-1.3618950164866481e-11
5.9e6	64	1	-6.724711638548267e-12
6.0e6	64	1	-7.977370948439372e-12
6.1e6	64	1	-7.82008259379689e-12
6.2e6	64	1	1.5294515035317932e-12
6.3e6	64	1	-5.963976979201538e-12
6.4e6	64	1	-1.3237754826122784e-11
6.5e6	64	1	-1.9741225267773412e-12
6.6e6	64	1	-1.1902004164280886e-11
6.7e6	64	1	4.371426841796315e-12
6.8e6	64	1	3.9840659082848795e-12
6.9e6	64	1	-1.0081366707850664e-11
7.0e6	64	1	-7.874153756645275e-12
7.1e6	64	1	3.455834787523835e-12
7.2e6	64	1	2.801755335244403e-12
7.3e6	64	1	-9.619518296964723e-12
7.4e6	64	1	-5.267232264495631e-12
7.5e6	64	1	2.3315918775583166e-12
7.6e6	64	1	6.934462338978201e-12
7.7e6	64	1	-9.066642732023061e-12
7.8e6	64	1	1.9836459595216845e-13
7.9e6	64	1	-7.515873020642737e-12
8.0e6	64	1	7.323112833631193e-12
8.1e6	64	1	-1.261885074124973e-12
8.2e6	64	1	-2.252690986568656e-12
8.3e6	64	1	-4.5076292171252565e-12
8.4e6	64	1	-2.072149626152038e-12
8.5e6	64	1	-4.273530648468484e-12
8.6e6	64	1	-3.7712819520765485e-12
8.7e6	64	1	3.6336780430418084e-13
8.8e6	64	1	-1.7527521070494297e-12
8.9e6	64	1	-4.2166798121467745e-12
9.0e6	64	1	-5.575417883182116e-13
9.1e6	64	1	-3.569564115005506e-12
9.2e6	64	1	7.435261020797234e-12
9.3e6	64	1	-1.1928647208333223e-11
9.4e6	64	1	-9.216077404838295e-12
9.5e6	64	1	7.897913658410923e-12
9.6e6	64	1	-9.977187506314421e-12
9.7e6	64	1	-1.0281083191147352e-11
9.8e6	64	1	8.622203453014798e-13
9.9e6	64	1	-8.80829601614966e-12
1.0e7	64	1	-2.6860884412933956e-12
100000.0	65	1	-6836.899875515754
200000.0	65	1	-6914.0471146370655
300000.0	65	1	-6740.026297462873
400000.0	65	1	-8.111580696474798e-12
500000.0	65	1	-9.017834240045605e-12
600000.0	65	1	-1.0591103505617493e-11
700000.0	65	1	-2.1284820866480086e-12
800000.0	65	1	-3.935902283484012e-12
900000.0	65	1	-1.6087314932821587e-12
1.0e6	65	1	-1.2365598004877868e-11
1.1e6	65	1	-7.393873870164658e-12
1.2e6	65	1	-7.83039235392425e-12
1.3e6	65	1	9.765872754445333e-13
1.4e6	65	1	-6.559434987648634e-12
1.5e6	65	1	-6.3943134159482025e-12
1.6e6	65	1	6.094703482293662e-13
1.7e6	65	1	-1.4302729938708609e-12
1.8e6	65	1	9.376975351071262e-13
1.9e6	65	1	-5.9975429210365265e-12
2.0e6	65	1	-7.953572969071895e-12
2.1e6	65	1	-7.872356565128021e-12
2.2e6	65	1	-2.4104386889452926e-12
2.3e6	65	1	-1.652994555166847e-11
2.4e6	65	1	-1.0985781429561658e-11
2.5e6	65	1	4.9139697550456e-13
2.6e6	65	1	-8.507777368092485e-12
2.7e6	65	1	-8.87989619558465e-12
2.8e6	65	1	-3.669227061261718e-12
2.9e6	65	1	-9.356256737388261e-12
3.0e6	65	1	4.017990394441585e-12
3.1e6	65	1	-7.758314237693945e-12
3.2e6	65	1	7.521377670648576e-13
3.3e6	65	1	3.280889371260479e-12
3.4e6	65	1	2.1941524884376796e-12
3.5e6	65	1	-4.877985812823349e-12
3.6e6	65	1	-6.8670401545384786e-12
3.7e6	65	1	-4.100951439869476e-12
3.8e6	65	1	-1.2581308492132685e-11
3.9e6	65	1	-4.0432140140063654e-13
4.0e6	65	1	-9.901620099506019e-12
4.1e6	65	1	-9.127012878720122e-12
4.2e6	65	1	1.3185639933908733e-11
4.3e6	65	1	2.90036374258407e-12
4.4e6	65	1	-9.004485929452699e-12
4.5e6	65	1	-7.53307174131745e-12
4.6e6	65	1	-9.835890169845545e-12
4.7e6	65	1	-6.1624917952888495e-12
4.8e6	65	1	-2.1565107775521383e-12
4.9e6	65	1	-6.80925445127815e-12
5.0e6	65	1	-2.5343110614385335e-12
5.1e6	65	1	4.9422801742034185e-12
5.2e6	65	1	-8.661375060737673e-12
5.3e6	65	1	-6.020951373387243e-12
5.4e6	65	1	-2.540995139112196e-12
5.5e6	65	1	-8.376000612583381e-12
5.6e6	65	1	-3.797308632060958e-12
5.7e6	65	1	-9.75156612383543e-12
5.8e6	65	1	-4.555336787303868e-12
5.9e6	65	1	-8.899594096363699e-12
6.0e6	65	1	5.90363468331836e-12
6.1e6	65	1	2.8347564459136396e-12
6.2e6	65	1	-1.2031602625772877e-12
6.3e6	65	1	-4.063959541684809e-12
6.4e6	65	1	-3.786419113784149e-12
6.5e6	65	1	-7.267091949066424e-12
6.6e6	65	1	9.949831481566317e-13
6.7e6	65	1	-4.422907754519181e-12
6.8e6	65	1	-4.250343892655017e-12
6.9e6	65	1	4.818574918700089e-12
7.0e6	65	1	-1.1721991908652686e-11
7.1e6	65	1	-2.24237884079616e-12
7.2e6	65	1	3.722335464611451e-12
7.3e6	65	1	-7.578331160176948e-12
7.4e6	65	1	-9.458852840139659e-12
7.5e6	65	1	-1.088264978898197e-11
7.6e6	65	1	-3.3688091982337186e-12
7.7e6	65	1	-1.0004534820155844e-12
7.8e6	65	1	-1.4703601886334382e-11
7.9e6	65	1	2.1973549689151287e-12
8.0e6	65	1	-1.4745320110617222e-11
8.1e6	65	1	9.743589539201748e-12
8.2e6	65	1	-2.8654455412196086e-13
8.3e6	65	1	2.5979143141910563e-12
8.4e6	65	1	1.2268714586299435e-11
8.5e6	65	1	4.281466372030959e-13
8.6e6	65	1	-3.793132068134472e-12
8.7e6	65	1	-1.2292293002894992e-11
8.8e6	65	1	-8.324361915373738e-12
8.9e6	65	1	-8.770508328939403e-13
9.0e6	65	1	-1.2781810057862555e-12
9.1e6	65	1	-7.563647100500185e-12
9.2e6	65	1	2.479795907593107e-12
9.3e6	65	1	-8.924947775848988e-12
9.4e6	65	1	-6.669010230985092e-12
9.5e6	65	1	3.0160610903771597e-12
9.6e6	65	1	3.370243463641792e-12
9.7e6	65	1	-1.0371785999307206e-11
9.8e6	65	1	-4.422385247425899e-12
9.9e6	65	1	-4.921335891805619e-12
1.0e7	65	1	-6.643858697239463e-12
100000.0	66	1	-6737.700818488069
200000.0	66	1	-6828.744568554006
300000.0	66	1	-6676.102314898316
400000.0	66	1	-5.11429181847973e-12
500000.0	66	1	2.0013373955494284e-12
600000.0	66	1	-8.123157059914915e-12
700000.0	66	1	-9.76724665952127e-13
800000.0	66	1	-8.096837977668709e-12
900000.0	66	1	-3.815587582803398e-12
1.0e6	66	1	2.12747423107554e-12
1.1e6	66	1	-9.865583255890678e-12
1.2e6	66	1	-7.835426776299264e-12
1.3e6	66	1	3.158384964676451e-13
1.4e6	66	1	-7.68967090563371e-12
1.5e6	66	1	-1.9079434683140987e-11
1.6e6	66	1	3.2388937017725166e-12
1.7e6	66	1	9.952618828946386e-12
1.8e6	66	1	-1.5209476041083553e-11
1.9e6	66	1	-1.3821677110139372e-11
2.0e6	66	1	2.1214959818507e-12
2.1e6	66	1	-9.197271443275453e-12
2.2e6	66	1	-5.81720860398017e-12
2.3e6	66	1	9.315530020723632e-12
2.4e6	66	1	-6.525326533188505e-12
2.5e6	66	1	-1.1006664977122953e-11
2.6e6	66	1	3.657495090235968e-12
2.7e6	66	1	7.662296886021365e-12
2.8e6	66	1	-4.714337946558845e-12
2.9e6	66	1	-8.79721981141092e-12
3.0e6	66	1	-1.0155775922328915e-11
3.1e6	66	1	-6.9466326655948415e-12
3.2e6	66	1	-8.931057419627094e-12
3.3e6	66	1	-6.664587541062145e-12
3.4e6	66	1	-2.8077024771445502e-12
3.5e6	66	1	-5.071595697835658e-12
3.6e6	66	1	-7.142762123006532e-12
3.7e6	66	1	-6.08312865837894e-12
3.8e6	66	1	-4.201990793164898e-12
3.9e6	66	1	-3.715777689380439e-13
4.0e6	66	1	-1.4493961072570648e-12
4.1e6	66	1	2.444475350461147e-12
4.2e6	66	1	-4.698642708617738e-12
4.3e6	66	1	-4.12069327979445e-12
4.4e6	66	1	-7.10733322903382e-12
4.5e6	66	1	-1.9029621267373924e-11
4.6e6	66	1	3.67587061701815e-12
4.7e6	66	1	-9.2790536623859e-12
4.8e6	66	1	-1.463563886689437e-11
4.9e6	66	1	-1.0066678694263809e-11
5.0e6	66	1	-8.850590382790202e-12
5.1e6	66	1	3.0311640412214227e-13
5.2e6	66	1	-2.0940190740230644e-12
5.3e6	66	1	-3.3994057405590293e-12
5.4e6	66	1	1.3820058338902752e-12
5.5e6	66	1	-5.04390932525188e-12
5.6e6	66	1	-5.789618764045548e-12
5.7e6	66	1	-4.9316139001353285e-12
5.8e6	66	1	-9.79978148016439e-12
5.9e6	66	1	-1.2673988549726058e-11
6.0e6	66	1	-6.147558684387343e-12
6.1e6	66	1	-4.9663155002660735e-12
6.2e6	66	1	-1.4352021085560775e-11
6.3e6	66	1	-8.16931912462604e-12
6.4e6	66	1	-6.364447334521048e-12
6.5e6	66	1	4.08614945366845e-12
6.6e6	66	1	-3.214981502596214e-12
6.7e6	66	1	2.4180987664403302e-12
6.8e6	66	1	1.885051240475982e-12
6.9e6	66	1	-7.511279465827463e-12
7.0e6	66	1	-7.648396942766488e-12
7.1e6	66	1	-3.9464111093274786e-13
7.2e6	66	1	2.2120279423268923e-12
7.3e6	66	1	-3.5905678421325306e-12
7.4e6	66	1	3.407177427184926e-12
7.5e6	66	1	-2.3837204368805824e-12
7.6e6	66	1	-2.3415781911535117e-12
7.7e6	66	1	-5.049216892948668e-13
7.8e6	66	1	-6.732004925356229e-12
7.9e6	66	1	-7.359893296798217e-12
8.0e6	66	1	5.424620761292443e-12
8.1e6	66	1	-7.37363726341256e-12
8.2e6	66	1	-9.150444497928181e-12
8.3e6	66	1	-1.2984366871055658e-11
8.4e6	66	1	-4.541402194548317e-12
8.5e6	66	1	2.08715485435519e-12
8.6e6	66	1	-2.0043053831742967e-12
8.7e6	66	1	-1.2390724405564457e-11
8.8e6	66	1	-4.126630646133675e-12
8.9e6	66	1	-3.1993185543980887e-12
9.0e6	66	1	4.3760005526611905e-13
9.1e6	66	1	-4.0178599661874754e-13
9.2e6	66	1	1.4362953477439222e-13
9.3e6	66	1	-9.238005586377548e-12
9.4e6	66	1	-4.1464171058584125e-12
9.5e6	66	1	-4.833834354024152e-12
9.6e6	66	1	-7.908009719474365e-12
9.7e6	66	1	-9.217923892538186e-12
9.8e6	66	1	-1.513162344251303e-11
9.9e6	66	1	-1.570549474942345e-12
1.0e7	66	1	-1.7378987776557998e-11
100000.0	67	1	-6638.515072813115
200000.0	67	1	-6742.96586456679
300000.0	67	1	-6609.768595758415
400000.0	67	1	4.932103777964382e-13
500000.0	67	1	-7.170089700196116e-12
600000.0	67	1	-7.789103075606155e-12
700000.0	67	1	1.340614054513811e-12
800000.0	67	1	-3.4349699867670435e-12
900000.0	67	1	-3.753350177676271e-12
1.0e6	67	1	-6.899635512672662e-12
1.1e6	67	1	-4.7349885607544774e-12
1.2e6	67	1	-7.206794377978699e-12
1.3e6	67	1	-4.975407823323169e-12
1.4e6	67	1	2.9097038360528316e-12
1.5e6	67	1	1.0534001730511056e-12
1.6e6	67	1	-5.861455692640293e-13
1.7e6	67	1	-4.832021718207756e-12
1.8e6	67	1	4.4100616264937654e-12
1.9e6	67	1	-2.1527551408783783e-12
2.0e6	67	1	-8.227970626745998e-12
2.1e6	67	1	-9.313906377227767e-12
2.2e6	67	1	-1.1077339943875865e-11
2.3e6	67	1	-2.761186909767616e-13
2.4e6	67	1	-1.576416225495378e-11
2.5e6	67	1	1.2366587646647933e-12
2.6e6	67	1	-1.1954658156119932e-12
2.7e6	67	1	7.799374684486143e-12
2.8e6	67	1	2.2411524630648345e-12
2.9e6	67	1	3.5841285432295743e-12
3.0e6	67	1	-1.084385463920599e-11
3.1e6	67	1	3.08622921756551e-12
3.2e6	67	1	-9.607661425580696e-12
3.3e6	67	1	-4.081247681440697e-12
3.4e6	67	1	-4.8671508393225135e-12
3.5e6	67	1	-8.628838515886196e-12
3.6e6	67	1	2.7526071410641014e-12
3.7e6	67	1	-1.0374666787497428e-11
3.8e6	67	1	4.632461528686033e-12
3.9e6	67	1	-6.2770660994394165e-12
4.0e6	67	1	-1.6074099150376728e-11
4.1e6	67	1	-6.596691692095858e-12
4.2e6	67	1	-5.6936865440248275e-12
4.3e6	67	1	-2.357643375545215e-12
4.4e6	67	1	-9.99115601010019e-12
4.5e6	67	1	-8.935563301327707e-12
4.6e6	67	1	-3.3076142887895785e-12
4.7e6	67	1	4.818992865872531e-12
4.8e6	67	1	-5.028249323262647e-12
4.9e6	67	1	-3.1104608790493704e-12
5.0e6	67	1	-1.1328338857917363e-11
5.1e6	67	1	-8.618843026958801e-12
5.2e6	67	1	1.0300928583136455e-12
5.3e6	67	1	-4.062709574860143e-12
5.4e6	67	1	8.913467939099018e-12
5.5e6	67	1	-7.917744175376507e-12
5.6e6	67	1	-1.1924445168689782e-11
5.7e6	67	1	-3.551408913414232e-12
5.8e6	67	1	9.658532836195125e-12
5.9e6	67	1	-5.93754874950405e-12
6.0e6	67	1	-1.0713825290462235e-11
6.1e6	67	1	2.1477237007508617e-12
6.2e6	67	1	2.751152935279531e-12
6.3e6	67	1	9.069620435026499e-12
6.4e6	67	1	-3.468216983997041e-12
6.5e6	67	1	-8.846115214491022e-12
6.6e6	67	1	2.8446644381375283e-12
6.7e6	67	1	1.7659263487552417e-12
6.8e6	67	1	-1.5126711631409604e-11
6.9e6	67	1	-5.9943229253801835e-12
7.0e6	67	1	-4.677920530352089e-12
7.1e6	67	1	-3.323966875288477e-13
7.2e6	67	1	-1.1149356742017998e-12
7.3e6	67	1	-3.1523271259330162e-12
7.4e6	67	1	-1.7625988141830358e-12
7.5e6	67	1	-5.4002191889896825e-12
7.6e6	67	1	3.962263061691362e-12
7.7e6	67	1	-5.2346666140535304e-12
7.8e6	67	1	2.9250434718047683e-13
7.9e6	67	1	-8.630990206656461e-12
8.0e6	67	1	-1.0841474813743318e-11
8.1e6	67	1	-9.566712227973369e-12
8.2e6	67	1	-1.3875600978716173e-12
8.3e6	67	1	-5.159935207191198e-12
8.4e6	67	1	-1.0389940972570162e-11
8.5e6	67	1	-3.617123173732805e-12
8.6e6	67	1	-8.46001491321299e-12
8.7e6	67	1	-6.4183509204042355e-12
8.8e6	67	1	-1.4290561224587928e-11
8.9e6	67	1	-1.1250141909785231e-11
9.0e6	67	1	-2.009891797541849e-12
9.1e6	67	1	-6.798850929387941e-12
9.2e6	67	1	-3.5993282208258866e-12
9.3e6	67	1	4.02301797381278e-12
9.4e6	67	1	9.077344043625558e-12
9.5e6	67	1	-7.007631367142557e-12
9.6e6	67	1	-1.3238466627206059e-11
9.7e6	67	1	-1.6914547925296503e-12
9.8e6	67	1	4.231997403548622e-12
9.9e6	67	1	-7.84380450625066e-12
1.0e7	67	1	-2.4451116532346664e-12
100000.0	68	1	-6539.351823955649
200000.0	68	1	-6656.767915328332
300000.0	68	1	-6541.407039114055
400000.0	68	1	-4.570266717980469e-12
500000.0	68	1	-9.093826437821053e-12
600000.0	68	1	-3.1393303379208216e-12
700000.0	68	1	-2.8579666896694927e-12
800000.0	68	1	-6.126334141326314e-12
900000.0	68	1	-4.7481570569497814e-12
1.0e6	68	1	-1.3456128954467694e-12
1.1e6	68	1	-4.139840200547105e-12
1.2e6	68	1	-1.929470795946406e-12
1.3e6	68	1	-8.192384078749435e-12
1.4e6	68	1	-1.177391561491947e-12
1.5e6	68	1	-2.1073365632906294e-12
1.6e6	68	1	-2.0884139772089687e-12
1.7e6	68	1	-1.030190687887703e-11
1.8e6	68	1	-3.109811416179721e-12
1.9e6	68	1	-1.2537629405939594e-12
2.0e6	68	1	-1.1827233219015763e-11
2.1e6	68	1	-2.3025386433481346e-12
2.2e6	68	1	3.8974460825677145e-12
2.3e6	68	1	-4.25658755757931e-12
2.4e6	68	1	-1.5259207063838254e-11
2.5e6	68	1	-4.638029389554573e-12
2.6e6	68	1	-7.132028036559328e-12
2.7e6	68	1	-1.3134850266877242e-12
2.8e6	68	1	-2.358583758646936e-12
2.9e6	68	1	-6.7168426306822326e-12
3.0e6	68	1	-9.25952083499081e-12
3.1e6	68	1	-3.3473410024826565e-12
3.2e6	68	1	-3.334988333587918e-12
3.3e6	68	1	-7.501453986044273e-12
3.4e6	68	1	-1.045366391227258e-12
3.5e6	68	1	-5.236775246668237e-12
3.6e6	68	1	-6.295865024362076e-12
3.7e6	68	1	-3.5756264364292774e-12
3.8e6	68	1	-3.880067195788129e-12
3.9e6	68	1	2.81183538272646e-12
4.0e6	68	1	-5.071365572844127e-12
4.1e6	68	1	-6.590303655130561e-12
4.2e6	68	1	-2.203618458189941e-11
4.3e6	68	1	1.1040825963874948e-13
4.4e6	68	1	2.6017311680568054e-12
4.5e6	68	1	-5.4785200944217254e-12
4.6e6	68	1	-1.2484675634949405e-11
4.7e6	68	1	-2.8398914932054403e-13
4.8e6	68	1	-1.0524338943446318e-11
4.9e6	68	1	-1.6274413342168243e-11
5.0e6	68	1	-6.588022654904361e-13
5.1e6	68	1	5.838706988531412e-13
5.2e6	68	1	-5.741679349577194e-12
5.3e6	68	1	-5.927254504389848e-12
5.4e6	68	1	-2.8039116981756133e-12
5.5e6	68	1	-4.211671169259215e-12
5.6e6	68	1	-1.2455074213049583e-11
5.7e6	68	1	-2.2814833304488584e-13
5.8e6	68	1	-1.919427694532731e-12
5.9e6	68	1	-6.602060950704355e-12
6.0e6	68	1	4.373457597315113e-12
6.1e6	68	1	-5.527356354620734e-12
6.2e6	68	1	-1.1862121700171244e-11
6.3e6	68	1	7.669547387444847e-13
6.4e6	68	1	-5.1828540849506554e-12
6.5e6	68	1	-1.6841835713872297e-11
6.6e6	68	1	-5.863703644291178e-12
6.7e6	68	1	-7.795116541344125e-12
6.8e6	68	1	-6.660615644518873e-12
6.9e6	68	1	-1.6696009179430178e-11
7.0e6	68	1	4.01432976981086e-12
7.1e6	68	1	-1.0805456223618508e-11
7.2e6	68	1	-7.551350509805531e-12
7.3e6	68	1	-2.329374896846585e-12
7.4e6	68	1	-1.0469712527965299e-12
7.5e6	68	1	-6.3855488834846825e-12
7.6e6	68	1	-9.141711559287359e-12
7.7e6	68	1	-2.3844127550083123e-12
7.8e6	68	1	2.2110138603641208e-13
7.9e6	68	1	-1.2297293150415977e-11
8.0e6	68	1	-9.56181930538703e-12
8.1e6	68	1	-1.5342499775207508e-11
8.2e6	68	1	-7.1578592289429554e-12
8.3e6	68	1	-9.342361740749547e-12
8.4e6	68	1	-1.1551582962295936e-11
8.5e6	68	1	-3.53456485593642e-12
8.6e6	68	1	-6.304085328396254e-12
8.7e6	68	1	-6.15273409432771e-12
8.8e6	68	1	-1.0720204127001981e-11
8.9e6	68	1	-4.937403580317882e-12
9.0e6	68	1	-2.086644221280783e-12
9.1e6	68	1	-1.3002416508128474e-11
9.2e6	68	1	-3.6576961430384284e-12
9.3e6	68	1	-2.9121612051285843e-13
9.4e6	68	1	-1.928754964511624e-12
9.5e6	68	1	-9.19162401580122e-12
9.6e6	68	1	5.254964098284467e-12
9.7e6	68	1	-8.67138456411304e-12
9.8e6	68	1	-9.813893978793495e-12
9.9e6	68	1	-6.7501073108268086e-12
1.0e7	68	1	-1.157525830266473e-13
100000.0	69	1	-6440.219452631236
