Давление (Па),	Температура (К),	Сошлось?,	Min TPD (Дж/моль)
100000.0	150	1	-3645.948392892319
200000.0	150	1	-4497.490623338879
300000.0	150	1	-4863.6271429718545
400000.0	150	1	-5017.571321023923
500000.0	150	1	-5038.414852864227
600000.0	150	1	-193.73124205342978
700000.0	150	1	-23.13392464753293
800000.0	150	1	7.0022818957299424e-12
900000.0	150	1	-5.211019582928732e-12
1.0e6	150	1	-2.496320063841476e-13
1.1e6	150	1	2.5698585156451936e-12
1.2e6	150	1	-1.3226041144110009e-12
1.3e6	150	1	1.6644818339519316e-12
1.4e6	150	1	-6.391686598126566e-12
1.5e6	150	1	2.2464457395423275e-12
1.6e6	150	1	-5.237223644483227e-12
1.7e6	150	1	-8.946979067648588e-12
1.8e6	150	1	-8.293009681070327e-12
1.9e6	150	1	-7.414600854680539e-13
2.0e6	150	1	-7.402043667470459e-12
2.1e6	150	1	-4.147302965164769e-12
2.2e6	150	1	1.0296398418966626e-11
2.3e6	150	1	1.1470086067332267e-12
2.4e6	150	1	-5.510197847708695e-13
2.5e6	150	1	-3.3025783569687653e-12
2.6e6	150	1	7.756124687879513e-12
2.7e6	150	1	4.435862255076537e-12
2.8e6	150	1	6.367625616749502e-12
2.9e6	150	1	-5.524100574284059e-13
3.0e6	150	1	-5.537281121521506e-12
3.1e6	150	1	1.939595457854861e-12
3.2e6	150	1	8.077192038857036e-13
3.3e6	150	1	-4.73501732385924e-12
3.4e6	150	1	-1.4122547387083202e-11
3.5e6	150	1	-1.0557771696639466e-11
3.6e6	150	1	-4.74545579664165e-12
3.7e6	150	1	-4.1944718288707136e-12
3.8e6	150	1	8.897454828297752e-12
3.9e6	150	1	-8.630292875794367e-12
4.0e6	150	1	-2.5400540173051004e-12
4.1e6	150	1	-6.695926503947459e-12
4.2e6	150	1	-5.313076776869159e-12
4.3e6	150	1	4.723910287548046e-12
4.4e6	150	1	1.2311131355623086e-12
4.5e6	150	1	-4.694435391750586e-12
4.6e6	150	1	2.9945650451522476e-12
4.7e6	150	1	-6.751281018881495e-12
4.8e6	150	1	2.7792584820787806e-12
4.9e6	150	1	-8.575674929276318e-12
5.0e6	150	1	-1.6217101666675957e-11
5.1e6	150	1	-5.531067813933788e-12
5.2e6	150	1	-1.4996981893909255e-12
5.3e6	150	1	-2.1565033287741786e-13
5.4e6	150	1	8.555657233838467e-12
5.5e6	150	1	-5.810396265629563e-12
5.6e6	150	1	-1.2457119161842875e-11
5.7e6	150	1	-6.756552818114e-12
5.8e6	150	1	-7.473243733416141e-12
5.9e6	150	1	-8.858231937047803e-12
6.0e6	150	1	3.6072601933360418e-12
6.1e6	150	1	-3.3202979010370925e-12
6.2e6	150	1	-2.427879413762239e-12
6.3e6	150	1	-7.447122850708825e-12
6.4e6	150	1	-5.550037595572922e-13
6.5e6	150	1	-2.4904341440169924e-12
6.6e6	150	1	2.2275293453310682e-13
6.7e6	150	1	-3.3215574316181214e-12
6.8e6	150	1	1.564534308550814e-12
6.9e6	150	1	-5.260329277092599e-12
7.0e6	150	1	1.3847527117857763e-11
7.1e6	150	1	-6.645196863973726e-12
7.2e6	150	1	-9.29825634060432e-12
7.3e6	150	1	-1.5507058199981177e-11
7.4e6	150	1	-7.659316780094644e-12
7.5e6	150	1	-1.6608540673835924e-12
7.6e6	150	1	-2.0056384430046457e-13
7.7e6	150	1	-7.7533814623067e-12
7.8e6	150	1	-1.3015053966629336e-11
7.9e6	150	1	6.701560350049092e-12
8.0e6	150	1	-4.153478841625394e-12
8.1e6	150	1	-1.2970996393481482e-11
8.2e6	150	1	-8.58439282175657e-12
8.3e6	150	1	1.3849531083038002e-12
8.4e6	150	1	-5.26133064341331e-12
8.5e6	150	1	-2.1864874514621654e-12
8.6e6	150	1	8.308050104025142e-12
8.7e6	150	1	-2.192130398932817e-12
8.8e6	150	1	1.2759540732930292e-11
8.9e6	150	1	3.895715839237593e-12
9.0e6	150	1	-5.536993110572984e-13
9.1e6	150	1	-5.538404350869385e-12
9.2e6	150	1	-4.140404282244208e-12
9.3e6	150	1	-1.1630829191993089e-11
9.4e6	150	1	-1.0789314048756016e-11
9.5e6	150	1	9.692544992915466e-12
9.6e6	150	1	-5.2615337394676884e-12
9.7e6	150	1	2.8472654396423207e-13
9.8e6	150	1	-5.254632430797931e-12
9.9e6	150	1	-4.984628970535951e-12
1.0e7	150	1	-7.753907194851814e-12
100000.0	155	1	-3332.2494056660403
200000.0	155	1	-4214.316667084327
300000.0	155	1	-4628.716372880875
400000.0	155	1	-4809.682770803829
500000.0	155	1	-4868.743176278566
600000.0	155	1	-355.24224180448846
700000.0	155	1	-177.59922961758068
800000.0	155	1	-26.74143075306657
900000.0	155	1	4.417172682312509e-12
1.0e6	155	1	-1.0626550143034551e-11
1.1e6	155	1	-2.1012683018133962e-12
1.2e6	155	1	-5.357858520252932e-12
1.3e6	155	1	-7.90567924777272e-12
1.4e6	155	1	-1.5765773255860868e-13
1.5e6	155	1	1.6888719291336188e-12
1.6e6	155	1	8.736368646875903e-13
1.7e6	155	1	-9.32734290228865e-12
1.8e6	155	1	2.2145939257227874e-12
1.9e6	155	1	4.344561953508667e-12
2.0e6	155	1	-1.0845441855854743e-11
2.1e6	155	1	1.0103193509667513e-13
2.2e6	155	1	-6.622474477032932e-12
2.3e6	155	1	-4.111304087564592e-12
2.4e6	155	1	-5.886955975324161e-12
2.5e6	155	1	-3.4117755405991732e-12
2.6e6	155	1	-4.265599699445445e-12
2.7e6	155	1	-3.1243063018341493e-12
2.8e6	155	1	-7.1334319537033435e-12
2.9e6	155	1	-1.6989688651026852e-12
3.0e6	155	1	-1.4150298445154486e-12
3.1e6	155	1	-7.712447540045222e-12
3.2e6	155	1	-1.1325060211654961e-12
3.3e6	155	1	-5.426360813366664e-12
3.4e6	155	1	-6.68584306502489e-12
3.5e6	155	1	3.7282644671620665e-12
3.6e6	155	1	-2.8543681581885564e-12
3.7e6	155	1	2.9249831096561435e-13
3.8e6	155	1	-1.1440750111831453e-11
3.9e6	155	1	3.810207728110516e-12
4.0e6	155	1	-1.2586643447223689e-11
4.1e6	155	1	9.73317260503451e-12
4.2e6	155	1	-1.713606746607806e-12
4.3e6	155	1	-1.9618318979704088e-12
4.4e6	155	1	3.751616664286121e-12
4.5e6	155	1	-9.992853006894132e-12
4.6e6	155	1	-5.7211507010320654e-12
4.7e6	155	1	-5.705432736475682e-13
4.8e6	155	1	-2.8459525661026473e-13
4.9e6	155	1	-1.1444946948750378e-11
5.0e6	155	1	1.7769792561505519e-12
5.1e6	155	1	-9.9606851400945e-12
5.2e6	155	1	-1.3448486385242938e-11
5.3e6	155	1	-4.532746415520175e-12
5.4e6	155	1	7.195779342680466e-12
5.5e6	155	1	-3.681846306734417e-12
5.6e6	155	1	-5.402101173329073e-12
5.7e6	155	1	2.267904830946521e-12
5.8e6	155	1	-3.977093913852097e-12
5.9e6	155	1	3.4968608886884293e-12
6.0e6	155	1	7.396593638953324e-12
6.1e6	155	1	-5.98713954339669e-12
6.2e6	155	1	4.7191190300117924e-12
6.3e6	155	1	8.769687263838555e-13
6.4e6	155	1	-4.8478022540276305e-12
6.5e6	155	1	-2.8461650964099923e-12
6.6e6	155	1	1.4073227954899178e-14
6.7e6	155	1	-5.3423383813001706e-12
6.8e6	155	1	4.590255537055988e-12
6.9e6	155	1	-1.1396234728334098e-11
7.0e6	155	1	4.772897822683062e-12
7.1e6	155	1	3.5229219037423085e-13
7.2e6	155	1	5.158977958694041e-12
7.3e6	155	1	-4.446928119657264e-12
7.4e6	155	1	-8.291817222157952e-12
7.5e6	155	1	-6.289304693258776e-12
7.6e6	155	1	-7.566318963514104e-12
7.7e6	155	1	-3.9162866878475824e-12
7.8e6	155	1	-4.001530259362045e-12
7.9e6	155	1	-3.6076356677949666e-12
8.0e6	155	1	-9.439324491798546e-12
8.1e6	155	1	1.4343400277320182e-12
8.2e6	155	1	-6.292243285180928e-12
8.3e6	155	1	-2.7853949768013144e-12
8.4e6	155	1	-1.3892644105023598e-12
8.5e6	155	1	4.008662375139627e-12
8.6e6	155	1	-2.3074488808794104e-12
8.7e6	155	1	5.725194840145215e-12
8.8e6	155	1	-1.1158315498838539e-11
8.9e6	155	1	-7.241984594812318e-12
9.0e6	155	1	-4.685549131407975e-12
9.1e6	155	1	-4.577131985183254e-12
9.2e6	155	1	-1.2303526540403794e-11
9.3e6	155	1	-2.443050020334151e-12
9.4e6	155	1	-1.597287592007546e-12
9.5e6	155	1	-1.0765845516738854e-11
9.6e6	155	1	7.537874117378746e-12
9.7e6	155	1	-4.57773574984454e-12
9.8e6	155	1	-2.209415802405018e-12
9.9e6	155	1	-7.654114234275906e-12
1.0e7	155	1	5.729136563340042e-13
100000.0	160	1	-3018.8156773599053
200000.0	160	1	-3931.2187697607915
300000.0	160	1	-4392.136927331864
400000.0	160	1	-4597.52159064453
500000.0	160	1	-4687.370770391639
600000.0	160	1	-4668.045678639916
700000.0	160	1	-331.3836304368781
800000.0	160	1	-174.38138233392607
900000.0	160	1	-38.52032659915007
1.0e6	160	1	5.839364344980506e-12
1.1e6	160	1	6.328361290130081e-12
1.2e6	160	1	5.5334023292747704e-12
1.3e6	160	1	1.196064905104044e-11
1.4e6	160	1	6.116370024388321e-13
1.5e6	160	1	-8.456500880408765e-13
1.6e6	160	1	1.0454013380596563e-11
1.7e6	160	1	8.057605526811534e-12
1.8e6	160	1	2.093913658727988e-12
1.9e6	160	1	-3.988896886408799e-12
2.0e6	160	1	7.752017479540144e-13
2.1e6	160	1	3.493307307647891e-12
2.2e6	160	1	6.169714390801603e-12
2.3e6	160	1	-5.544336763988237e-12
2.4e6	160	1	-1.0195833570871352e-12
2.5e6	160	1	7.039600158223816e-13
2.6e6	160	1	1.4074400112972906e-12
2.7e6	160	1	3.626064973592325e-12
2.8e6	160	1	2.79493551715612e-12
2.9e6	160	1	3.063967136918925e-12
3.0e6	160	1	4.2226019832079255e-12
3.1e6	160	1	-1.2911713070381603e-11
3.2e6	160	1	3.0037008223428785e-12
3.3e6	160	1	-5.577750915255911e-12
3.4e6	160	1	4.1809169516217326e-13
3.5e6	160	1	3.0460030859907027e-13
3.6e6	160	1	-1.867221854971691e-12
3.7e6	160	1	-3.1845963591672238e-12
3.8e6	160	1	-4.256726502044946e-13
3.9e6	160	1	2.152463232337528e-12
4.0e6	160	1	6.214177443968202e-12
4.1e6	160	1	-7.936594836922692e-12
4.2e6	160	1	-1.0752722724125278e-11
4.3e6	160	1	-4.3111243673804416e-12
4.4e6	160	1	1.1546879749337995e-11
4.5e6	160	1	-2.934417779362872e-12
4.6e6	160	1	2.7816458565108363e-12
4.7e6	160	1	3.1378853745792686e-13
4.8e6	160	1	-2.4972940754978534e-13
4.9e6	160	1	9.464072625901213e-12
5.0e6	160	1	-6.2227868511684865e-12
5.1e6	160	1	3.496375291476032e-12
5.2e6	160	1	-7.374768980199315e-12
5.3e6	160	1	-3.3480586704469958e-12
5.4e6	160	1	-5.43796350350068e-12
5.5e6	160	1	-6.6398821831688704e-12
5.6e6	160	1	-7.249353813640683e-12
5.7e6	160	1	6.0259910837558595e-12
5.8e6	160	1	7.670805459805718e-13
5.9e6	160	1	-7.518276679455258e-12
6.0e6	160	1	-9.008501311856846e-12
6.1e6	160	1	-2.064368738081504e-12
6.2e6	160	1	-9.154084055274555e-12
6.3e6	160	1	-9.632941135978264e-12
6.4e6	160	1	-8.460820173304391e-12
6.5e6	160	1	-2.857091065876184e-12
6.6e6	160	1	-6.409712518035322e-12
6.7e6	160	1	-1.3954007288302823e-12
6.8e6	160	1	-8.491441236816626e-12
6.9e6	160	1	-9.155766921911193e-12
7.0e6	160	1	-4.429686934163646e-12
7.1e6	160	1	2.420959513725141e-12
7.2e6	160	1	-2.066816674098739e-12
7.3e6	160	1	4.252850336976775e-12
7.4e6	160	1	9.30865009301173e-13
7.5e6	160	1	-7.93764826681172e-12
7.6e6	160	1	3.7967053817273416e-13
7.7e6	160	1	8.451922294634359e-12
7.8e6	160	1	3.2809530815119687e-12
7.9e6	160	1	2.722479935989095e-12
8.0e6	160	1	-7.65345973107053e-12
8.1e6	160	1	-8.617167991432928e-13
8.2e6	160	1	-1.6749427582743448e-11
8.3e6	160	1	-8.250323465857842e-12
8.4e6	160	1	6.096427336682564e-13
8.5e6	160	1	-5.395359025273539e-12
8.6e6	160	1	7.695979306526687e-12
8.7e6	160	1	-9.040904076139345e-12
8.8e6	160	1	7.102674666540883e-12
8.9e6	160	1	6.030066146559606e-13
9.0e6	160	1	1.121066613360964e-14
9.1e6	160	1	-1.3676287275517403e-12
9.2e6	160	1	-5.620103930576836e-12
9.3e6	160	1	-3.53603456287722e-12
9.4e6	160	1	-4.050895276635829e-12
9.5e6	160	1	-2.6619021792568046e-12
9.6e6	160	1	5.8244059701368246e-12
9.7e6	160	1	-4.4247474478733266e-12
9.8e6	160	1	-2.8981143817714545e-13
9.9e6	160	1	-7.814791919659382e-12
1.0e7	160	1	-4.915597287124141e-12
100000.0	165	1	-3224.1476127095048
200000.0	165	1	-3648.2479751458304
300000.0	165	1	-4154.261303960551
400000.0	165	1	-4382.137448677087
500000.0	165	1	-4498.05552146328
600000.0	165	1	-4518.7409043163325
700000.0	165	1	-484.4077176189092
800000.0	165	1	-321.33750066726145
900000.0	165	1	-180.03159317663403
1.0e6	165	1	-55.93924287502803
1.1e6	165	1	-5.150754192042114e-12
1.2e6	165	1	1.2046161540057304e-11
1.3e6	165	1	9.605603218756399e-12
1.4e6	165	1	3.468820920066694e-12
1.5e6	165	1	3.2470503743458126e-12
1.6e6	165	1	-1.1637347444200252e-12
1.7e6	165	1	4.052665206189226e-12
1.8e6	165	1	-7.262481862093696e-12
1.9e6	165	1	-4.7554308784509246e-12
2.0e6	165	1	-4.598452417188103e-12
2.1e6	165	1	5.933070170143634e-12
2.2e6	165	1	-1.0358865410689966e-11
2.3e6	165	1	-2.023364115144588e-13
2.4e6	165	1	5.70888009174958e-14
2.5e6	165	1	-8.604774133350902e-13
2.6e6	165	1	5.521215934125483e-12
2.7e6	165	1	-3.2727363909732833e-12
2.8e6	165	1	-1.228750134884475e-11
2.9e6	165	1	-2.268679798330623e-13
3.0e6	165	1	6.5495112046461135e-12
3.1e6	165	1	4.622977219407524e-12
3.2e6	165	1	-1.2913644718853421e-11
3.3e6	165	1	6.238325353795544e-13
3.4e6	165	1	-3.045169053305123e-12
3.5e6	165	1	1.1745770229652699e-11
3.6e6	165	1	-7.913439685708432e-12
3.7e6	165	1	-1.416163564657547e-12
3.8e6	165	1	-8.491373999341273e-12
3.9e6	165	1	3.3286654208268714e-12
4.0e6	165	1	-2.1308511036791057e-12
4.1e6	165	1	-3.807291640159707e-12
4.2e6	165	1	8.140152868576318e-12
4.3e6	165	1	-1.4579139897283669e-12
4.4e6	165	1	-8.247357224239193e-12
4.5e6	165	1	-1.091550383202711e-12
4.6e6	165	1	-5.0162723130300294e-12
4.7e6	165	1	5.260795414781824e-12
4.8e6	165	1	-1.7604082609336692e-11
4.9e6	165	1	1.5332048754505487e-11
5.0e6	165	1	-5.758032608997447e-13
5.1e6	165	1	-3.3176087406243913e-13
5.2e6	165	1	6.951820024787814e-13
5.3e6	165	1	-3.3111527097105277e-12
5.4e6	165	1	-4.025377907656289e-12
5.5e6	165	1	-1.4632132404516596e-12
5.6e6	165	1	-6.039261457460934e-12
5.7e6	165	1	-2.085172160974744e-12
5.8e6	165	1	-9.09671418722582e-12
5.9e6	165	1	-2.1265809073542016e-14
6.0e6	165	1	-4.6546670597752415e-12
6.1e6	165	1	6.386289283010838e-13
6.2e6	165	1	8.86011099769085e-12
6.3e6	165	1	-1.7720482606243745e-12
6.4e6	165	1	-8.204056338816226e-12
6.5e6	165	1	-7.90171128677944e-12
6.6e6	165	1	4.890305845972072e-12
6.7e6	165	1	6.821708005267757e-12
6.8e6	165	1	-1.2054820015876223e-12
6.9e6	165	1	9.699590662045699e-13
7.0e6	165	1	-2.409131879380663e-12
7.1e6	165	1	-5.786005467198771e-12
7.2e6	165	1	-7.028496891209237e-12
7.3e6	165	1	-1.0045144578057821e-11
7.4e6	165	1	-4.6340621515469265e-12
7.5e6	165	1	1.5846055855776666e-11
7.6e6	165	1	-1.2484225046459059e-11
7.7e6	165	1	9.184936592138967e-13
7.8e6	165	1	-8.965550834223279e-12
7.9e6	165	1	-9.283736624642264e-12
8.0e6	165	1	-8.83068113567058e-12
8.1e6	165	1	2.4399037954373973e-12
8.2e6	165	1	-3.0435696061788993e-12
8.3e6	165	1	2.743928530749248e-12
8.4e6	165	1	3.3529180135503407e-12
8.5e6	165	1	-8.832102902601282e-12
8.6e6	165	1	-1.3313255581509989e-11
8.7e6	165	1	-6.700140879212952e-12
8.8e6	165	1	-1.6068419255315682e-11
8.9e6	165	1	6.1628304473131156e-12
9.0e6	165	1	-1.2174098453295954e-12
9.1e6	165	1	-6.94646476570495e-12
9.2e6	165	1	-4.209588288437956e-12
9.3e6	165	1	6.752394657989996e-12
9.4e6	165	1	-3.3040585411148616e-12
9.5e6	165	1	-4.65140666055467e-12
9.6e6	165	1	-1.4284964101093488e-11
9.7e6	165	1	3.387375660069363e-12
9.8e6	165	1	3.689112622071118e-12
9.9e6	165	1	-8.802961630105977e-12
1.0e7	165	1	-3.379103210622309e-12
100000.0	170	1	-3471.3561767823426
200000.0	170	1	-3365.4508641398197
300000.0	170	1	-3915.3821311876886
400000.0	170	1	-4164.276726633394
500000.0	170	1	-4303.049571835884
600000.0	170	1	-4354.690641645655
700000.0	170	1	-636.6801658537711
800000.0	170	1	-467.62533967454505
900000.0	170	1	-320.9601609194352
1.0e6	170	1	-191.99079584050554
1.1e6	170	1	-77.3720753855882
1.2e6	170	1	-5.825483879701545e-12
1.3e6	170	1	2.948544101036971e-12
1.4e6	170	1	-9.304027477617693e-12
1.5e6	170	1	-5.911515130658824e-12
1.6e6	170	1	6.681239347782939e-12
1.7e6	170	1	3.84759659842384e-12
1.8e6	170	1	-1.3108425781978587e-11
1.9e6	170	1	8.226169538708443e-12
2.0e6	170	1	6.650384387133748e-12
2.1e6	170	1	5.075255368455821e-12
2.2e6	170	1	1.3037594821015824e-12
2.3e6	170	1	-5.605715942637638e-12
2.4e6	170	1	6.670191823159586e-13
2.5e6	170	1	-1.8476425236479998e-12
2.6e6	170	1	3.7982012525001046e-12
2.7e6	170	1	-2.448465854978238e-12
2.8e6	170	1	1.6052631636063672e-12
2.9e6	170	1	-9.787784867537966e-13
3.0e6	170	1	7.800154497457877e-13
3.1e6	170	1	-1.848051768039982e-12
3.2e6	170	1	5.50615901885685e-13
3.3e6	170	1	1.4797116440132263e-12
3.4e6	170	1	6.603598757767316e-12
3.5e6	170	1	-1.1024610552538752e-11
3.6e6	170	1	-9.061094085607239e-12
3.7e6	170	1	-2.6704169948997374e-12
3.8e6	170	1	-4.3456189574532164e-12
3.9e6	170	1	-1.5471052648079013e-12
4.0e6	170	1	2.810007624807695e-12
4.1e6	170	1	-6.320304793850512e-13
4.2e6	170	1	-3.0617684799452097e-12
4.3e6	170	1	8.977292630248882e-12
4.4e6	170	1	5.0463289857840144e-12
4.5e6	170	1	-2.305682707070102e-12
4.6e6	170	1	-8.767589505429517e-12
4.7e6	170	1	-5.398305276914633e-12
4.8e6	170	1	-2.4011112651108057e-12
4.9e6	170	1	2.411009685356156e-12
5.0e6	170	1	-4.751904893743808e-12
5.1e6	170	1	-1.0810337434247197e-11
5.2e6	170	1	-3.0143725379292927e-12
5.3e6	170	1	-6.809148890210689e-12
5.4e6	170	1	-3.7354567444076395e-12
5.5e6	170	1	-6.540593990754994e-13
5.6e6	170	1	-1.0355336495248852e-11
5.7e6	170	1	-3.146557606213251e-12
5.8e6	170	1	2.4288404539560618e-12
5.9e6	170	1	7.981184140773596e-13
6.0e6	170	1	-1.0818286279415433e-11
6.1e6	170	1	-2.6853290997216417e-12
6.2e6	170	1	-2.3955367634080063e-12
6.3e6	170	1	-3.769116136277499e-12
6.4e6	170	1	-8.665086123331596e-13
6.5e6	170	1	6.859723665562489e-13
6.6e6	170	1	-4.783179694743634e-12
6.7e6	170	1	-3.422203619863804e-12
6.8e6	170	1	-2.4924031039724997e-12
6.9e6	170	1	-9.642958273820403e-12
7.0e6	170	1	-5.57219078600816e-12
7.1e6	170	1	-5.894311942322066e-12
7.2e6	170	1	-1.0295586576003165e-11
7.3e6	170	1	-2.5891729590139714e-13
7.4e6	170	1	-8.424882217066638e-12
7.5e6	170	1	-1.083859019109781e-11
7.6e6	170	1	-7.49318225096694e-12
7.7e6	170	1	-9.101580634182736e-12
7.8e6	170	1	3.3091053463737193e-12
7.9e6	170	1	5.759921768602565e-12
8.0e6	170	1	6.528529488729015e-13
8.1e6	170	1	5.653165740702407e-12
8.2e6	170	1	-8.831398340489877e-12
8.3e6	170	1	-1.0289828003876532e-12
8.4e6	170	1	-2.952643175530706e-12
8.5e6	170	1	-7.69791130863476e-12
8.6e6	170	1	5.6623161427639054e-12
8.7e6	170	1	-6.823122479138904e-12
8.8e6	170	1	-2.145028227848282e-12
8.9e6	170	1	-1.0975406118312207e-11
9.0e6	170	1	-3.4439511901492834e-12
9.1e6	170	1	3.114139791849345e-12
9.2e6	170	1	2.6776843275230083e-13
9.3e6	170	1	-3.83237754580251e-12
9.4e6	170	1	-1.0262987613479093e-12
9.5e6	170	1	-6.899823280805592e-12
9.6e6	170	1	-2.942486926926541e-12
9.7e6	170	1	-1.3253537739402015e-13
9.8e6	170	1	-2.343095274824191e-12
9.9e6	170	1	-9.726192065485201e-12
1.0e7	170	1	-6.24841312020944e-13
100000.0	175	1	-3717.81995711395
200000.0	175	1	-3082.870199574426
300000.0	175	1	-3658.6600080384155
400000.0	175	1	-3944.4914097880587
500000.0	175	1	-4103.81627484138
600000.0	175	1	-4180.890305080674
700000.0	175	1	-4179.14388682031
800000.0	175	1	-613.0595895341654
900000.0	175	1	-461.12096791940047
1.0e6	175	1	-327.37777949913544
1.1e6	175	1	-208.38493972988383
1.2e6	175	1	-101.60106812104402
1.3e6	175	1	-5.098671228568189
1.4e6	175	1	2.7303781285870857e-12
1.5e6	175	1	-7.581842770119527e-12
1.6e6	175	1	3.655505209648616e-13
1.7e6	175	1	-2.5053674887194448e-12
1.8e6	175	1	-1.2525739841363513e-12
1.9e6	175	1	-1.0980595650952017e-11
2.0e6	175	1	-9.720279743326114e-12
2.1e6	175	1	3.838700131757731e-13
2.2e6	175	1	-1.159030685876373e-11
2.3e6	175	1	-3.0137001106597195e-12
2.4e6	175	1	-6.049512601707279e-12
2.5e6	175	1	-2.5085755311394804e-12
2.6e6	175	1	-9.355236942380166e-12
2.7e6	175	1	-4.0555031561976835e-12
2.8e6	175	1	1.689820456109712e-12
2.9e6	175	1	-1.1512836823067201e-11
3.0e6	175	1	-2.8489362053545162e-12
3.1e6	175	1	-7.701535073131242e-12
3.2e6	175	1	-5.0819585441019355e-12
3.3e6	175	1	-1.5363852598731641e-12
3.4e6	175	1	4.917730723407951e-12
3.5e6	175	1	2.0032032063406306e-12
3.6e6	175	1	-3.899174881660339e-12
3.7e6	175	1	1.1280122399909558e-11
3.8e6	175	1	-8.109794481839488e-12
3.9e6	175	1	-1.6526902103661733e-12
4.0e6	175	1	-6.503013247573843e-12
4.1e6	175	1	-6.912468195429777e-13
4.2e6	175	1	7.059363783588039e-12
4.3e6	175	1	-4.897693077803093e-12
4.4e6	175	1	4.018199347474022e-12
4.5e6	175	1	5.081233353456012e-12
4.6e6	175	1	1.864528035411912e-11
4.7e6	175	1	-2.5747148621577294e-12
4.8e6	175	1	1.4859574549021086e-12
4.9e6	175	1	4.3916072154140916e-12
5.0e6	175	1	2.2609345629422475e-13
5.1e6	175	1	1.0074763831351141e-12
5.2e6	175	1	-3.8617271544156423e-13
5.3e6	175	1	5.563246803334809e-13
5.4e6	175	1	-8.210000245563367e-12
5.5e6	175	1	-4.966569541156769e-12
5.6e6	175	1	6.8060779282147054e-12
5.7e6	175	1	3.5973944668683897e-12
5.8e6	175	1	-1.4324918509690202e-12
5.9e6	175	1	3.107805896310212e-14
6.0e6	175	1	-2.0314791210720214e-12
6.1e6	175	1	-1.2427992425597615e-12
6.2e6	175	1	-1.967517176336116e-12
6.3e6	175	1	-4.928214344316999e-13
6.4e6	175	1	-1.82876353695279e-12
6.5e6	175	1	-7.108116497473154e-12
6.6e6	175	1	-2.0362451484613915e-12
6.7e6	175	1	5.428400886079137e-13
6.8e6	175	1	-6.653683206074741e-13
6.9e6	175	1	4.598399586049117e-12
7.0e6	175	1	-3.862056978880908e-12
7.1e6	175	1	-5.936847137489286e-12
7.2e6	175	1	-9.748251925595147e-13
7.3e6	175	1	3.150580450282832e-12
7.4e6	175	1	1.5296726033872709e-12
7.5e6	175	1	-6.257912797577288e-12
7.6e6	175	1	-7.580203946019773e-12
7.7e6	175	1	4.024022200931022e-12
7.8e6	175	1	-2.5237198534320063e-12
7.9e6	175	1	3.009671560976206e-12
8.0e6	175	1	-3.1478761993429007e-12
8.1e6	175	1	-9.032723147331693e-13
8.2e6	175	1	-4.472336577140447e-12
8.3e6	175	1	-1.5485359583435488e-11
8.4e6	175	1	-2.2364519311051387e-12
8.5e6	175	1	1.0053637897910377e-11
8.6e6	175	1	5.254630858069506e-12
8.7e6	175	1	1.873770558066248e-12
8.8e6	175	1	-2.0285320948192976e-11
8.9e6	175	1	-8.045982459394148e-12
9.0e6	175	1	-9.313786568566516e-12
9.1e6	175	1	-5.765501767549192e-12
9.2e6	175	1	-2.43244899388235e-12
9.3e6	175	1	-3.482602251150607e-12
9.4e6	175	1	-4.16370443448761e-12
9.5e6	175	1	-8.044327188879173e-12
9.6e6	175	1	-1.1071763453697047e-12
9.7e6	175	1	1.4175762004671986e-12
9.8e6	175	1	-2.8380568057597647e-12
9.9e6	175	1	2.28306737799994e-12
1.0e7	175	1	-3.906687436251071e-12
100000.0	180	1	-3963.5296537349163
200000.0	180	1	-2911.040305216108
300000.0	180	1	-3394.8674519564565
400000.0	180	1	-3723.20296731878
500000.0	180	1	-3901.3644436749123
600000.0	180	1	-4000.2201617362393
700000.0	180	1	-4028.9196403005217
800000.0	180	1	-757.5435085361717
900000.0	180	1	-600.3847904502056
1.0e6	180	1	-461.92357497631065
1.1e6	180	1	-338.6151676954612
1.2e6	180	1	-227.8442416568977
1.3e6	180	1	-127.62670945555419
1.4e6	180	1	-36.422436157767095
1.5e6	180	1	6.038862047544986e-12
1.6e6	180	1	1.1469993208804326e-11
1.7e6	180	1	3.381396332098434e-12
1.8e6	180	1	-1.696654024007727e-12
1.9e6	180	1	-1.1907734015134935e-12
2.0e6	180	1	2.321793639645112e-12
2.1e6	180	1	-2.708446599050847e-12
2.2e6	180	1	3.821965256079049e-12
2.3e6	180	1	-6.833320388211547e-12
2.4e6	180	1	3.8351536979812015e-13
2.5e6	180	1	-6.98194882578539e-13
2.6e6	180	1	-6.0916356763821445e-12
2.7e6	180	1	3.476486913828788e-12
2.8e6	180	1	4.41122232837409e-12
2.9e6	180	1	-6.09975013682036e-13
3.0e6	180	1	-4.584953237861118e-12
3.1e6	180	1	-6.174592711042856e-12
3.2e6	180	1	1.1023133835298508e-12
3.3e6	180	1	6.3415747432211e-12
3.4e6	180	1	3.3154572007054e-12
3.5e6	180	1	-7.96481095917482e-12
3.6e6	180	1	-2.391937510350952e-12
3.7e6	180	1	-5.036433204893328e-13
3.8e6	180	1	-9.418005548136464e-12
3.9e6	180	1	1.4425308973183395e-12
4.0e6	180	1	-5.573734939776499e-12
4.1e6	180	1	-4.606003063697506e-12
4.2e6	180	1	6.046854875746042e-12
4.3e6	180	1	7.030078703215378e-12
4.4e6	180	1	-1.6224734077275758e-12
4.5e6	180	1	3.0521578814953366e-12
